region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
missoula,29998,1995.0,jeep,wrangler s,,,gas,100.0,clean,automatic,4wd,,,,mt,47.69606,-116.7814
gadsden-anniston,10500,2007.0,ford,f-150,excellent,8 cylinders,gas,183000.0,clean,automatic,4wd,full-size,truck,white,al,34.19,-86.3173
fredericksburg,7500,2007.0,nissan,frontier crew cab,good,6 cylinders,gas,267000.0,clean,automatic,4wd,full-size,truck,black,va,38.0552,-77.3508
columbia,35995,2015.0,ford,f-350 drw 4x4,,8 cylinders,diesel,156146.0,clean,automatic,4wd,,,,sc,36.238136,-79.97892
long island,21995,2004.0,porsche,boxster,good,6 cylinders,gas,64049.0,clean,manual,rwd,,convertible,red,ny,,
philadelphia,12900,2018.0,hyundai,elantra,,4 cylinders,gas,20272.0,clean,automatic,fwd,,sedan,black,pa,40.2084,-74.8291
houston,13000,2007.0,lexus,gx 470,excellent,8 cylinders,gas,156000.0,clean,automatic,,,SUV,black,tx,29.5716,-95.0998
tucson,23590,2017.0,ram,1500 quad cab express pickup,good,6 cylinders,gas,42253.0,clean,other,,,pickup,black,az,32.21,-110.96
ft myers / SW florida,39598,2016.0,chevrolet,silverado 3500hd,,,gas,75604.0,clean,automatic,4wd,,pickup,,fl,38.4018,-93.785
bellingham,66999,2016.0,chevrolet,silverado 2500hd,,8 cylinders,diesel,62226.0,clean,automatic,4wd,,truck,,wa,47.81247,-122.32164
bemidji,8500,2016.0,nissan,versa note,,4 cylinders,gas,100954.0,clean,automatic,fwd,,hatchback,white,mn,46.590183,-95.57469
rhode island,9000,2012.0,chevrolet,colorado crew cab,excellent,5 cylinders,gas,156000.0,clean,automatic,,,truck,blue,ri,41.8383,-71.4377
savannah / hinesville,33990,2017.0,ram,1500 crew cab tradesman,good,8 cylinders,gas,17033.0,clean,other,4wd,,pickup,blue,ga,32.08,-81.1
western massachusetts,10995,2018.0,nissan,altima,excellent,4 cylinders,gas,43092.0,rebuilt,automatic,fwd,,other,silver,ma,,
south bend / michiana,27990,2014.0,toyota,tacoma access cab pickup,good,,other,17805.0,clean,other,,,pickup,red,in,41.67,-86.26
long island,1900,2005.0,chrysler,pacifica,good,6 cylinders,gas,180000.0,clean,other,rwd,mid-size,mini-van,grey,ny,40.6842,-73.4171
north jersey,18595,2014.0,lexus,rx,,,gas,88374.0,clean,automatic,,,other,white,nj,40.923344,-74.14336
san antonio,47981,2020.0,ford,f-150,,,diesel,5982.0,clean,automatic,4wd,,pickup,red,tx,29.53723,-98.4147
madison,15496,2016.0,kia,optima,like new,,gas,45852.0,clean,automatic,,,,,wi,43.0321,-89.4993
mankato,39990,2020.0,acura,mdx sh-awd sport utility,good,6 cylinders,gas,1237.0,clean,other,,,other,white,mn,44.16,-93.99
chattanooga,28590,2016.0,jaguar,xf 3.5t r-sport sedan 4d,good,,other,39214.0,clean,automatic,,,sedan,white,tn,35.06,-85.25
knoxville,20323,2015.0,lexus,rx 350,good,6 cylinders,gas,87675.0,clean,automatic,fwd,mid-size,SUV,black,tn,35.909115,-84.11779
cincinnati,11495,2016.0,dodge,dart,,,other,39602.0,clean,automatic,fwd,,sedan,black,oh,39.355404,-84.3962
minneapolis / st paul,3750,2009.0,kia,amanti,,,gas,157000.0,clean,automatic,,,,,mn,45.2377,-93.2724
corvallis/albany,225,2016.0,volkswagen,jetta,,4 cylinders,gas,0.0,clean,automatic,fwd,,sedan,,or,44.57537,-123.25969
"quad cities, IA/IL",12950,2011.0,bmw,328xi xdrive awd,,,gas,53581.0,clean,automatic,,,,,il,44.8346,-91.5159
wichita falls,20988,2017.0,buick,envision,like new,,gas,44307.0,clean,automatic,,,,,tx,35.199,-97.4841
texoma,16500,2006.0,ford,f-250,excellent,8 cylinders,diesel,240000.0,clean,automatic,4wd,full-size,pickup,white,ok,33.9517,-96.712
south coast,10700,2005.0,toyota,highlander,excellent,6 cylinders,gas,66000.0,clean,automatic,,,,blue,ma,41.780224,-71.306915
long island,4700,2005.0,toyota,camry le,excellent,4 cylinders,gas,82000.0,clean,automatic,,,sedan,red,ny,40.8366,-73.0413
buffalo,19995,2015.0,ram,1500,excellent,6 cylinders,diesel,104281.0,clean,automatic,4wd,full-size,truck,grey,ny,43.223553,-77.372475
space coast,34590,2015.0,gmc,sierra 1500 crew cab sle,good,8 cylinders,gas,35423.0,clean,automatic,4wd,,pickup,,fl,28.17,-80.6
columbia,16990,2015.0,jeep,renegade latitude sport,good,,other,38913.0,clean,other,,,other,yellow,sc,34.0,-81.03
inland empire,23999,2007.0,chevrolet,silverado 3500 flat,excellent,other,diesel,100977.0,clean,automatic,,,coupe,,ca,33.751003,-117.919525
northwest GA,0,2014.0,bmw,5 series,,6 cylinders,gas,66342.0,clean,automatic,rwd,mid-size,sedan,white,ga,,
south florida,285000,2021.0,,Lamborghini huracan evo,excellent,10 cylinders,gas,950.0,clean,automatic,rwd,,coupe,green,fl,26.7162,-80.0965
syracuse,23995,2017.0,ram,1500 slt,like new,8 cylinders,gas,62995.0,clean,automatic,4wd,,truck,,ny,43.20831,-76.81423
kenosha-racine,25990,2016.0,bmw,3 series 340i sedan 4d,good,,gas,45611.0,clean,automatic,rwd,,sedan,black,wi,42.72,-87.8
south jersey,17995,2002.0,ford,thunderbird convertible,excellent,6 cylinders,gas,41911.0,clean,automatic,rwd,mid-size,convertible,black,nj,39.445496,-74.529015
kalamazoo,16975,2015.0,ram,promaster city cargo van,,4 cylinders,gas,98039.0,clean,automatic,fwd,,van,white,mi,42.283726,-85.53169
tampa bay area,5950,2008.0,honda,odyssey minivan,excellent,6 cylinders,gas,167000.0,clean,automatic,fwd,full-size,mini-van,silver,fl,27.885561,-82.74242
hawaii,9995,2008.0,bmw,528i,,6 cylinders,gas,115337.0,clean,automatic,rwd,,sedan,black,hi,20.890186,-156.46165
columbus,12450,2018.0,chevrolet,cruze,excellent,4 cylinders,gas,59001.0,clean,automatic,fwd,compact,sedan,silver,oh,40.002777,-83.13336
omaha / council bluffs,14995,2016.0,mazda,cx-5,,4 cylinders,gas,43696.0,,automatic,fwd,,SUV,black,ia,41.22917,-95.85212
rochester,2300,2006.0,chrysler,300c hemi,good,,gas,200000.0,clean,automatic,,full-size,sedan,white,ny,43.0508,-77.523
orange county,10000,1966.0,ford,mustang coupe,fair,8 cylinders,gas,88888.0,clean,automatic,rwd,mid-size,coupe,orange,ca,33.80253,-118.12513
peoria,7500,2007.0,toyota,yaris s,excellent,4 cylinders,gas,91600.0,clean,automatic,fwd,mid-size,sedan,grey,il,40.63901,-89.60665
heartland florida,29590,2017.0,ford,expedition xlt sport,good,6 cylinders,gas,70760.0,clean,other,4wd,,SUV,blue,fl,33.7865,-84.4454
kalispell,8350,2013.0,chevrolet,impala ltz,like new,6 cylinders,gas,75000.0,rebuilt,automatic,fwd,full-size,sedan,black,mt,48.2028,-114.3039
orange county,4995,2012.0,fiat,500 pop,excellent,4 cylinders,gas,99000.0,clean,automatic,,,,grey,ca,33.7869,-117.9273
des moines,8900,2013.0,honda,cr-v,,,gas,215000.0,clean,automatic,,,,,ia,41.45208,-93.68602
hartford,6998,2007.0,subaru,forester,,,gas,137723.0,clean,automatic,,,SUV,,ct,41.931038,-72.76713
maine,20000,1965.0,porsche,912,,4 cylinders,gas,99999.0,clean,manual,rwd,compact,coupe,blue,me,43.688,-70.288
new york city,9500,2015.0,chrysler,300 limited,excellent,6 cylinders,gas,48000.0,clean,automatic,4wd,full-size,sedan,grey,ny,40.5973,-74.0768
new york city,35590,2020.0,honda,pilot ex-l sport utility,good,6 cylinders,gas,11214.0,clean,other,,,other,blue,ny,40.64,-73.94
new york city,20990,2018.0,buick,encore preferred ii sport,good,,other,19925.0,clean,other,,,other,,ny,41.1,-73.79
redding,19999,2010.0,ford,f-150,,8 cylinders,gas,110000.0,clean,automatic,,,truck,white,ca,38.61429,-121.27049
spokane / coeur d'alene,39482,2018.0,bmw,x5,,4 cylinders,other,25565.0,clean,automatic,4wd,mid-size,SUV,custom,id,47.66236,-117.437256
myrtle beach,36999,2016.0,gmc,sierra 1500,,6 cylinders,other,65733.0,clean,automatic,4wd,,pickup,red,sc,33.383434,-79.30546
east idaho,11500,2012.0,bmw,3 series 328i,excellent,4 cylinders,gas,93000.0,clean,automatic,rwd,mid-size,sedan,black,id,43.443268,-112.07609
modesto,6995,2006.0,mercedes-benz,benz ml350,excellent,6 cylinders,gas,139920.0,clean,automatic,4wd,mid-size,SUV,,ca,37.7741,-120.8377
hartford,24995,2013.0,ram,2500,,,gas,102855.0,clean,automatic,4wd,,pickup,,ct,40.894535,-74.15237
lancaster,4995,2009.0,nissan,rouge sl,good,4 cylinders,gas,202869.0,clean,automatic,4wd,,SUV,brown,pa,40.03112,-76.485535
indianapolis,34990,2011.0,ford,super duty f-450 drw,good,8 cylinders,diesel,118787.0,clean,automatic,4wd,,,white,in,40.468784,-74.28171
houston,26990,2017.0,nissan,titan single cab sv,good,8 cylinders,gas,41335.0,clean,other,4wd,,pickup,red,tx,29.76,-95.38
omaha / council bluffs,7490,2015.0,nissan,altima s,excellent,4 cylinders,gas,110000.0,rebuilt,automatic,fwd,mid-size,sedan,grey,ia,41.212883,-96.04911
el paso,9995,1998.0,chevrolet,silverado,good,8 cylinders,gas,214684.0,clean,automatic,rwd,,truck,black,tx,31.801626,-106.30379
spokane / coeur d'alene,19500,2014.0,toyota,tacoma,excellent,4 cylinders,gas,55000.0,clean,automatic,4wd,compact,pickup,white,id,47.7205,-116.9353
rhode island,17500,2008.0,ford,f550 super duty,,,gas,198000.0,clean,automatic,,,,,ri,41.8383,-71.4377
knoxville,37990,2018.0,ram,1500 crew cab big horn,good,8 cylinders,gas,26610.0,clean,automatic,4wd,,pickup,blue,tn,35.97,-83.94
utica-rome-oneida,18990,2018.0,hyundai,sonata se sedan 4d,good,,gas,19385.0,clean,other,fwd,,sedan,red,ny,43.1,-75.23
santa barbara,3400,2006.0,subaru,outback,good,4 cylinders,gas,155000.0,clean,automatic,4wd,full-size,wagon,custom,ca,34.4342,-119.685
cincinnati,24590,2016.0,chevrolet,colorado extended cab,good,6 cylinders,gas,100851.0,clean,other,4wd,,pickup,red,oh,39.09,-84.51
winchester,31495,2017.0,honda,ridgeline,,,gas,55450.0,clean,automatic,4wd,,pickup,silver,va,38.76267,-77.461754
memphis,33590,2018.0,toyota,tacoma access cab sr5,good,6 cylinders,gas,44416.0,clean,other,4wd,,pickup,,tn,35.1,-90.0
erie,9980,2011.0,gmc,terrain,,,gas,125000.0,clean,automatic,,,SUV,silver,pa,41.932423,-79.61914
"kansas city, MO",20900,2014.0,ford,e450,excellent,8 cylinders,gas,129211.0,clean,automatic,rwd,full-size,truck,white,ks,39.01723,-94.69671
myrtle beach,29990,2018.0,volvo,s90 t5 momentum sedan 4d,good,,gas,13859.0,clean,other,,,sedan,,sc,33.69,-78.89
knoxville,7488,2014.0,volkswagen,jetta,excellent,4 cylinders,gas,124530.0,clean,automatic,fwd,,sedan,black,tn,35.441925,-83.48236
knoxville,14800,2013.0,bmw,328i,like new,4 cylinders,gas,91870.0,clean,automatic,rwd,mid-size,sedan,brown,tn,35.90344,-84.120735
bellingham,6500,2013.0,ford,fusion se,good,4 cylinders,gas,114158.0,clean,automatic,fwd,full-size,sedan,black,wa,47.661335,-122.31354
pullman / moscow,8980,2006.0,ford,expedition,,8 cylinders,gas,192826.0,clean,automatic,4wd,,SUV,grey,id,47.692932,-117.41163
medford-ashland,0,2017.0,ford,f-350,,8 cylinders,diesel,70849.0,clean,automatic,4wd,,truck,,or,45.38598,-122.6083
appleton-oshkosh-FDL,54900,2018.0,ram,2500,excellent,6 cylinders,diesel,39390.0,clean,automatic,4wd,full-size,pickup,black,wi,44.227257,-88.4679
anchorage / mat-su,14194,2017.0,chevrolet,cruze,,4 cylinders,gas,66003.0,clean,other,fwd,,sedan,orange,ak,61.176983,-149.86942
grand rapids,41995,2018.0,ram,1500,excellent,8 cylinders,gas,98584.0,clean,automatic,4wd,full-size,truck,red,mi,43.057537,-85.95464
ventura county,11999,1998.0,bmw,z3 m roadster,,6 cylinders,gas,143828.0,clean,manual,rwd,sub-compact,convertible,silver,ca,36.13008,-115.18199
ft myers / SW florida,29999,2015.0,toyota,4runner,,6 cylinders,gas,86797.0,clean,automatic,4wd,mid-size,SUV,grey,fl,26.571661,-81.87763
jersey shore,6950,2012.0,honda,civic,like new,4 cylinders,gas,119000.0,clean,automatic,rwd,full-size,sedan,black,nj,40.0888,-74.2107
tallahassee,4000,2005.0,toyota,prius,good,4 cylinders,hybrid,109000.0,clean,automatic,fwd,,sedan,custom,fl,30.4478,-84.3211
chicago,9995,2011.0,lincoln,town car,good,8 cylinders,gas,168000.0,clean,automatic,rwd,,other,black,il,41.9643,-87.8162
baton rouge,17990,2018.0,toyota,corolla,,,other,9818.0,clean,automatic,,,sedan,,la,30.2684,-91.2524
orlando,9995,2012.0,mazda,cx-9,good,,gas,161307.0,clean,other,,full-size,SUV,red,fl,28.795265,-81.27277
rhode island,18500,2012.0,rover,evoque,,,gas,86441.0,clean,automatic,,,,,ri,41.705616,-71.417404
bellingham,23500,2018.0,ram,promaster city,,,gas,25933.0,clean,automatic,fwd,,wagon,red,wa,48.75674,-122.45052
cleveland,7900,2015.0,kia,forte,,,gas,6455.0,clean,automatic,,,,,oh,41.5636,-81.5733
winchester,53795,2018.0,bmw,x5,,,gas,68849.0,clean,automatic,,,SUV,,va,38.76267,-77.461754
phoenix,7999,2008.0,chevrolet,malibu,excellent,4 cylinders,gas,101838.0,clean,automatic,fwd,mid-size,sedan,black,az,33.4227,-111.9261
santa barbara,36990,2018.0,bmw,4 series 430i xdrive,good,,gas,42913.0,clean,other,,,convertible,white,ca,33.7865,-84.4454
louisville,11937,2016.0,chevrolet,equinox,,4 cylinders,gas,113023.0,clean,automatic,fwd,,SUV,black,ky,38.67846,-84.60089
pittsburgh,44990,2018.0,mercedes-benz,mercedes-amg,good,6 cylinders,other,4452.0,clean,other,,,coupe,blue,pa,40.43,-79.97
austin,34000,2015.0,cadillac,escalade premium,excellent,,gas,106000.0,clean,automatic,4wd,,,white,tx,30.3649,-97.6827
tucson,7499,2011.0,chevrolet,impala,,,other,82730.0,clean,automatic,,full-size,sedan,silver,az,32.25166,-110.96054
danville,42000,2017.0,toyota,tundra,like new,8 cylinders,gas,14900.0,clean,automatic,4wd,full-size,truck,silver,va,36.617115,-79.36249
wilmington,0,2015.0,ford,transit connect,good,4 cylinders,gas,47433.0,clean,automatic,fwd,mid-size,van,white,nc,33.71151,-78.909584
rapid city / west SD,500,2000.0,ford,explorer eddie bauer,good,6 cylinders,gas,190000.0,clean,automatic,4wd,mid-size,SUV,green,sd,44.0036,-103.3589
indianapolis,13995,2010.0,nissan,titan,excellent,8 cylinders,gas,169564.0,clean,automatic,4wd,,truck,silver,in,39.68445,-86.13344
wenatchee,27580,,,CR-V,,4 cylinders,gas,5740.0,clean,automatic,,,SUV,red,wa,47.434494,-120.32076
scranton / wilkes-barre,14500,2008.0,gmc,sierra,excellent,8 cylinders,gas,150000.0,clean,automatic,4wd,full-size,truck,blue,pa,41.470604,-75.595535
salem,0,2012.0,ford,f-150,,6 cylinders,gas,159177.0,clean,automatic,4wd,,truck,,or,44.949604,-122.995476
orlando,23996,2018.0,audi,a4,,4 cylinders,gas,30765.0,clean,automatic,fwd,compact,sedan,red,fl,28.52101,-81.447815
imperial county,58995,2016.0,ford,f-350 superduty platinum drw 4wd,,8 cylinders,other,57069.0,clean,automatic,4wd,,pickup,red,ca,33.3917,-111.9249
birmingham,39990,2018.0,toyota,4runner trd pro 4x4,like new,6 cylinders,gas,44000.0,clean,automatic,4wd,mid-size,SUV,white,al,34.188156,-86.85139
milwaukee,8995,2011.0,chevrolet,equinox,,,gas,119222.0,clean,automatic,fwd,,SUV,silver,wi,43.01683,-88.03365
tuscaloosa,21590,2018.0,honda,civic ex sedan 4d,good,,gas,7885.0,clean,other,fwd,,sedan,,al,33.23,-87.54
chicago,30990,2016.0,gmc,canyon crew cab sle pickup,good,6 cylinders,gas,51605.0,clean,other,4wd,,pickup,silver,il,41.88,-87.78
anchorage / mat-su,14995,2016.0,fiat,500x,like new,4 cylinders,gas,52377.0,clean,automatic,fwd,mid-size,SUV,white,ak,61.166252,-149.85791
madison,29995,2017.0,ford,super duty f-250 srw,good,8 cylinders,gas,182681.0,clean,automatic,4wd,full-size,truck,blue,wi,42.970215,-90.11235
ventura county,3490,1999.0,pontiac,grand am,excellent,4 cylinders,gas,52445.0,clean,automatic,fwd,compact,sedan,green,ca,34.2073,-119.184
"washington, DC",5800,2009.0,toyota,camry se,excellent,4 cylinders,gas,149432.0,clean,automatic,,,,,dc,38.9024,-76.9901
saginaw-midland-baycity,11900,2010.0,ram,1500,good,8 cylinders,gas,154000.0,clean,automatic,4wd,,,black,mi,42.851055,-83.45119
jacksonville,17588,2015.0,gmc,sierra 1500 regular cab,,8 cylinders,gas,90172.0,clean,automatic,,,pickup,white,fl,30.2787,-81.5831
tucson,7995,2010.0,,Scion xD,,4 cylinders,gas,89616.0,clean,automatic,fwd,,hatchback,grey,az,32.236076,-110.87888
northwest GA,25000,1992.0,chevrolet,silverado,excellent,8 cylinders,gas,66000.0,clean,automatic,,,,black,ga,34.48465,-85.34539
new haven,12995,2013.0,volvo,xc60,,,gas,119000.0,clean,automatic,,,,,ct,41.311787,-72.92267
evansville,7995,2011.0,lincoln,mkz,excellent,6 cylinders,gas,98000.0,rebuilt,automatic,fwd,mid-size,sedan,black,in,38.013836,-87.59969
lehigh valley,23990,2013.0,lexus,gs 350 sedan 4d,good,6 cylinders,gas,39664.0,clean,other,rwd,,sedan,brown,pa,40.68,-75.22
des moines,9450,2015.0,chevrolet,impala limited,,,gas,118178.0,clean,automatic,fwd,,sedan,silver,ia,41.637127,-93.700066
indianapolis,6900,2006.0,lexus,is250 awd,excellent,6 cylinders,gas,197334.0,clean,automatic,4wd,mid-size,sedan,red,in,39.775,-86.1093
dayton / springfield,2250,2003.0,bmw,325xi,good,6 cylinders,gas,189543.0,clean,manual,4wd,compact,coupe,blue,oh,39.7528,-84.247
indianapolis,5495,2012.0,chevrolet,malibu lt,excellent,4 cylinders,gas,174886.0,clean,automatic,fwd,,sedan,blue,in,39.684765,-86.1336
dallas / fort worth,27990,2011.0,mercedes-benz,cl-class cl 550,good,8 cylinders,gas,61445.0,clean,automatic,,,coupe,silver,tx,32.79,-96.76
bakersfield,27500,1964.0,,oldsmobile cutlass,excellent,8 cylinders,gas,120000.0,clean,automatic,rwd,mid-size,convertible,yellow,ca,35.669,-118.457
oklahoma city,0,2012.0,nissan,titan,,,other,142110.0,clean,automatic,fwd,,pickup,black,ok,35.43548,-97.52113
victoria,34999,2015.0,ford,mustang,excellent,,gas,21525.0,clean,manual,rwd,,coupe,black,tx,28.808302,-96.99147
birmingham,46990,2016.0,ram,4500,good,6 cylinders,diesel,17619.0,clean,automatic,rwd,full-size,truck,white,al,40.468784,-74.28171
milwaukee,3300,2010.0,chevrolet,cobalt,,,gas,203000.0,clean,automatic,,,,,wi,43.1122,-87.9932
decatur,16990,2016.0,kia,forte koup ex coupe 2d,good,,gas,17631.0,clean,other,fwd,,coupe,,il,39.85,-88.93
richmond,7000,2010.0,volkswagen,tiguan,good,4 cylinders,gas,72000.0,clean,automatic,fwd,full-size,SUV,grey,va,37.4373,-77.4788
grand rapids,27585,2020.0,ford,ecosport,,4 cylinders,gas,5.0,clean,automatic,4wd,,SUV,red,mi,43.23423,-86.18196
east oregon,52999,2020.0,ram,1500 laramie 4x4 gas,,,gas,28118.0,clean,automatic,4wd,,truck,white,or,46.234837,-119.12801
omaha / council bluffs,6495,2004.0,chevrolet,monte carlo,,,gas,101100.0,clean,automatic,,,coupe,,ia,41.424187,-96.49991
fargo / moorhead,24000,2017.0,lincoln,mkx,,6 cylinders,gas,72180.0,clean,automatic,4wd,,SUV,blue,mn,46.590183,-95.57469
modesto,22990,2017.0,bmw,x3 sdrive28i sport utility,good,,other,30437.0,clean,other,rwd,,SUV,white,ca,33.7865,-84.4454
southwest michigan,23990,2020.0,volkswagen,jetta 1.4t sel,good,,other,9763.0,clean,other,fwd,,sedan,black,mi,42.27,-85.58
fort wayne,3500,2002.0,honda,accord,excellent,6 cylinders,gas,225000.0,clean,automatic,fwd,mid-size,sedan,custom,in,41.048,-85.1135
east idaho,39993,2020.0,chevrolet,traverse lt leather,good,6 cylinders,gas,6586.0,clean,other,,,other,black,id,42.885063,-112.452576
monterey bay,39981,2018.0,ford,explorer,,,gas,47793.0,clean,automatic,4wd,,,,ca,36.616383,-121.84352
orange county,23950,2015.0,chevrolet,silverado,excellent,8 cylinders,gas,180329.0,clean,automatic,rwd,full-size,truck,white,ca,33.794655,-117.993
mobile,15981,2018.0,ford,focus,,4 cylinders,gas,11151.0,clean,automatic,fwd,compact,sedan,white,al,30.668785,-88.10587
spokane / coeur d'alene,6850,2014.0,chevrolet,cruze ls auto,,4 cylinders,gas,135556.0,clean,automatic,fwd,,sedan,custom,id,47.84824,-117.1895
bend,39995,2014.0,ford,f-350,excellent,,diesel,72110.0,clean,automatic,4wd,,pickup,,or,44.039005,-121.3037
kalamazoo,5400,2012.0,kia,sorento,,,gas,204000.0,clean,automatic,,,,,mi,42.31605,-85.18838
anchorage / mat-su,3000,1971.0,volkswagen,super beetle,fair,4 cylinders,gas,6042.0,missing,other,rwd,compact,hatchback,blue,ak,61.192245,-149.84991
long island,7800,2008.0,chevrolet,avalanche ltz,excellent,8 cylinders,gas,188013.0,clean,automatic,4wd,full-size,pickup,blue,ny,40.8143,-73.3634
boston,9786,2009.0,mercedes-benz,c300 awd,like new,6 cylinders,gas,93706.0,clean,automatic,fwd,,sedan,silver,ma,42.424538,-71.06472
moses lake,473,2019.0,chevrolet,camaro 1lt,excellent,6 cylinders,gas,348.0,,automatic,,,coupe,,wa,47.717678,-117.41167
western massachusetts,65900,2017.0,ford,f-250 super duty,excellent,8 cylinders,diesel,61960.0,clean,automatic,4wd,full-size,truck,brown,ma,42.4759,-73.3773
glens falls,32990,2011.0,bmw,z4 sdrive35is roadster 2d,good,,other,45858.0,clean,other,rwd,,other,red,ny,43.31,-73.64
kennewick-pasco-richland,8995,2007.0,gmc,yukon slt *i deliver 2u,,8 cylinders,other,269042.0,clean,automatic,4wd,,other,,wa,,
richmond,27990,2008.0,ford,econoline cargo van,good,8 cylinders,gas,83459.0,clean,automatic,rwd,full-size,truck,white,va,40.468784,-74.28171
jacksonville,11500,2007.0,toyota,tundra sr5,excellent,8 cylinders,gas,228000.0,clean,automatic,rwd,full-size,truck,silver,fl,30.292154,-81.511345
vermont,30990,2014.0,ford,econoline commercial cutaway,good,10 cylinders,gas,98123.0,clean,automatic,rwd,,,white,vt,40.468784,-74.28171
des moines,0,2002.0,lexus,rx 300,excellent,6 cylinders,gas,245140.0,clean,automatic,4wd,,SUV,,ia,41.542263,-93.62518
reno / tahoe,8200,2003.0,subaru,impreza wrx,fair,4 cylinders,gas,199000.0,rebuilt,manual,4wd,compact,sedan,white,ca,39.6269,-119.7081
omaha / council bluffs,5500,2005.0,toyota,matrix xr,good,4 cylinders,gas,78500.0,clean,automatic,fwd,mid-size,hatchback,grey,ia,41.2606,-96.1661
knoxville,12990,2012.0,audi,q5,,,gas,113584.0,clean,automatic,,,SUV,black,tn,35.921196,-83.87375
tampa bay area,15500,2004.0,toyota,4 runner,,,gas,150000.0,clean,automatic,rwd,full-size,SUV,silver,fl,28.2478,-82.4962
bakersfield,0,2019.0,ford,f-250 super duty lariat li,,8 cylinders,diesel,34613.0,clean,automatic,4wd,,truck,,ca,45.38598,-122.6083
mobile,29788,2016.0,chevrolet,tahoe,,8 cylinders,gas,149525.0,clean,automatic,4wd,full-size,SUV,black,al,30.668785,-88.10587
las vegas,25551,2016.0,mercedes-benz,cla,,4 cylinders,gas,11371.0,clean,automatic,fwd,sub-compact,sedan,white,nv,36.061718,-115.05806
columbus,10290,2011.0,cadillac,srx,,,gas,137450.0,clean,automatic,,,other,,oh,41.418453,-81.72019
san angelo,30950,2018.0,chevrolet,2500hd,,8 cylinders,gas,148000.0,clean,automatic,rwd,full-size,pickup,white,tx,32.73603,-97.133644
tucson,12995,2015.0,ford,escape s,,4 cylinders,gas,70064.0,clean,automatic,fwd,,SUV,blue,az,32.236076,-110.87888
santa fe / taos,30950,2018.0,bmw,x1 xdrive28i,excellent,4 cylinders,gas,18835.0,clean,automatic,4wd,compact,SUV,custom,nm,35.654804,-105.9984
houston,41000,2015.0,porsche,panamera s,excellent,6 cylinders,hybrid,84000.0,clean,automatic,rwd,full-size,sedan,white,tx,30.1716,-95.4985
austin,9500,2012.0,cadillac,srx,good,6 cylinders,gas,130468.0,clean,automatic,fwd,mid-size,SUV,silver,tx,30.3471,-97.7609
huntsville / decatur,18400,2012.0,ford,f-150,,,other,159936.0,clean,automatic,4wd,,pickup,white,al,35.59352,-87.05396
san diego,30590,2016.0,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,5937.0,clean,other,rwd,,coupe,black,ca,32.86,-117.24
des moines,10988,2004.0,nissan,titan,,,gas,114491.0,clean,automatic,,,,,ia,41.1345,-96.2458
boston,9500,2013.0,bmw,328i,,,gas,114845.0,clean,automatic,,,,,ma,42.5519,-71.2518
boston,6497,2014.0,chevrolet,cruze,excellent,,gas,108226.0,clean,automatic,fwd,,sedan,silver,ma,42.437466,-71.44268
albuquerque,28990,2017.0,infiniti,q60 2.0t coupe 2d,good,,other,15868.0,clean,other,,,coupe,blue,nm,35.11,-106.62
pueblo,5500,2008.0,infiniti,g35s,good,other,gas,177000.0,clean,other,4wd,mid-size,sedan,green,co,38.19776,-104.841675
monterey bay,7400,2012.0,mitsubishi,lancer gt,good,4 cylinders,gas,57434.0,clean,automatic,fwd,compact,sedan,grey,ca,36.6677,-121.6596
long island,9495,2012.0,dodge,charger,,6 cylinders,gas,94035.0,clean,automatic,rwd,,sedan,blue,ny,40.857,-73.3146
lexington,19500,2018.0,toyota,camry le,like new,4 cylinders,gas,30000.0,clean,automatic,fwd,full-size,sedan,grey,ky,38.0413,-84.7287
stockton,30822,2017.0,honda,pilot,,6 cylinders,gas,55870.0,clean,automatic,4wd,full-size,SUV,grey,ca,38.020966,-121.28853
cincinnati,5900,2010.0,honda,civic ex,excellent,4 cylinders,gas,143255.0,clean,automatic,,,coupe,silver,oh,39.1075,-84.5257
fayetteville,6999,1999.0,dodge,dakota,,,gas,149604.0,clean,manual,fwd,,pickup,white,nc,36.02419,-79.80269
anchorage / mat-su,53499,2016.0,ram,2500 laramie,excellent,8 cylinders,diesel,87711.0,clean,automatic,4wd,full-size,pickup,black,ak,61.16635,-149.8472
raleigh / durham / CH,0,2010.0,lexus,is250,excellent,6 cylinders,gas,151000.0,clean,automatic,rwd,mid-size,sedan,blue,nc,35.444286,-78.429016
mansfield,4995,2006.0,pontiac,g6,excellent,4 cylinders,gas,108000.0,clean,automatic,fwd,mid-size,sedan,green,oh,40.810936,-82.9759
bakersfield,32900,2011.0,,isuzu nrr,excellent,4 cylinders,diesel,198758.0,clean,automatic,,full-size,truck,white,ca,34.0673,-117.9366
worcester / central MA,34590,2016.0,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499.0,clean,other,4wd,,pickup,silver,ma,42.26,-71.8
fredericksburg,37995,2018.0,honda,civic,,,gas,6757.0,clean,manual,fwd,,hatchback,black,va,38.25295,-77.50261
omaha / council bluffs,30988,2017.0,ford,f-150,,,gas,91345.0,clean,automatic,,,,,ia,41.1345,-96.2458
colorado springs,5589,2008.0,hyundai,elantra,,4 cylinders,gas,147995.0,clean,manual,fwd,mid-size,sedan,silver,co,39.909992,-105.00264
